0.501601556,0.552383177,0
0.514508444,0.69991699,0
0.447654709,0.73702136,0
0.456813778,0.483885247,0
0.473665261,0.802208829,0
0.580976817,0.661335497,0
0.548982506,0.614239955,0
0.529130183,0.594475087,0
0.402174977,0.441207237,0
0.473181631,0.572504624,0
0.62192061,0.560098118,0
0.68234144,0.556038826,0
0.571451313,0.683609738,0
0.650378712,0.384854942,0
0.626141097,0.609173385,0
0.484056566,0.440092583,0
0.504825875,0.333915237,0
0.453273677,0.571828144,0
0.457777034,0.709294456,0
0.536199839,0.53271045,0
0.541766832,0.539965661,0
0.575614213,0.346031959,0
0.429998888,0.67336918,0
0.567837328,0.433499504,0
0.498624057,0.571532621,0
0.703939566,0.553540477,0
0.399702922,0.773966145,0
0.473006023,0.540838124,0
0.534920253,0.436944099,0
0.487442381,0.525026247,0
0.575341919,0.656843695,0
0.406129118,0.497809446,0
0.440781325,0.612689795,0
0.508569236,0.45505243,0
0.603685812,0.685766424,0
0.533002081,0.555030624,0
0.411985941,0.652264739,0
0.670359459,0.603416083,0
0.405480725,0.490939003,0
0.605628165,0.53173023,0
0.541729029,0.515081177,0
0.537719511,0.377998413,0
0.573606967,0.535753788,0
0.362563504,0.798359816,0
0.411236404,0.494252916,0
0.513645236,0.619950752,0
0.674540919,0.519875344,0
0.461274308,0.745405034,0
0.415164765,0.717225516,0
0.435803585,0.514674583,0
0.507868253,0.853105898,0
0.524087021,0.596568703,0
0.460475075,0.549407296,0
0.266412122,0.464808142,0
0.555414278,0.708420485,0
0.707390455,0.591761091,0
0.547580047,0.563527022,0
0.460011133,0.772794551,0
0.587591926,0.801128246,0
0.422598682,0.428158116,0
0.576817559,0.685124666,0
0.562070152,0.496584223,0
0.181352583,0.76707856,0
0.358026687,0.592094789,0
0.481567834,0.46265887,0
0.502958814,0.403411018,0
0.498740786,0.570242366,0
0.376235566,0.437974233,0
0.46604143,0.754428582,0
0.381551488,0.652100066,0
0.68435171,0.558518123,0
0.372339212,0.542799719,0
